0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,7,15,8,0,0,0,0,0,13,9,14,0,0,0,0,2,15,12,14,5,0,0,0,2,6,0,5,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,10,15,4,0,0,0,0,3,10,8,4,0,0,0,0,0,0,10,4,0,0,0,0,0,0,12,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,1,15,12,6,0,0,0,0,6,14,13,10,0,0,0,0,11,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,0,0,10,14,7,0,0,0,0,5,12,2,14,0,0,0,1,15,12,12,15,3,0,0,6,8,0,0,8,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,8,15,3,0,0,0,0,2,14,9,8,0,0,0,0,9,13,7,12,4,1,0,3,14,8,8,15,8,2,0,11,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,15,10,0,0,0,0,0,5,11,14,0,0,0,0,0,10,14,14,3,0,0,0,0,15,4,9,8,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,6,0,0,0,0,0,7,4,6,0,0,0,0,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,4,0,7,0,0,0,0,0,5,4,8,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,4,0,7,0,0,0,0,0,5,4,8,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,4,0,7,0,0,0,0,0,5,4,8,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,4,0,7,0,0,0,0,0,5,4,8,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,4,0,7,0,0,0,0,0,5,4,8,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,2,0,0,0,6,6,4,2,4,0,0,0,5,4,5,0,6,0,0,0,5,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,4,0,0,8,0,0,0,0,7,5,8,8,0,0,0,2,4,0,0,8,0,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,8,4,0,0,0,0,0,3,3,5,0,0,0,0,0,6,4,8,0,0,0,0,0,6,4,2,3,0,0,0,1,5,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,6,0,0,0,0,0,4,9,7,2,0,0,0,0,6,0,0,6,0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,5,6,1,0,0,0,0,0,8,4,8,0,0,0,0,2,5,0,4,2,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,8,4,0,0,0,0,0,2,3,5,0,0,0,0,0,8,6,8,1,0,0,0,0,5,0,0,6,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,6,15,1,0,0,0,0,0,13,12,6,0,0,0,0,1,16,10,11,0,0,0,0,5,12,8,15,0,0,0,0,11,4,0,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,8,5,0,0,0,0,0,12,10,13,5,0,0,0,0,12,0,5,11,0,0,0,0,12,10,16,3,0,0,0,0,16,1,12,4,0,0,0,0,16,12,14,2,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0
0,0,5,8,6,0,0,0,0,3,14,8,11,8,0,0,0,4,12,0,4,12,0,0,0,4,14,12,15,5,0,0,0,4,10,8,11,9,0,0,0,4,9,0,5,12,0,0,0,2,11,16,14,3,0,0,0,0,0,0,0,0,0,0
0,2,8,7,1,0,0,0,0,8,9,9,14,2,0,0,0,10,4,0,9,8,0,0,0,12,9,12,16,4,0,0,0,12,4,4,8,14,0,0,0,12,2,4,8,14,0,0,0,13,12,11,7,1,0,0,0,0,0,0,0,0,0,0
0,0,2,4,4,2,0,0,0,0,12,8,11,14,6,0,0,0,12,0,0,5,8,0,0,0,12,8,10,14,3,0,0,0,12,8,7,14,0,0,0,0,12,1,1,15,0,0,0,0,7,14,14,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,15,14,2,0,0,0,1,12,0,10,4,0,0,0,2,15,16,15,1,0,0,0,4,12,2,12,3,0,0,0,4,13,4,13,3,0,0,0,0,10,12,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,15,12,13,1,0,0,0,8,4,0,13,4,0,0,0,11,13,14,12,1,0,0,0,12,7,6,16,0,0,0,0,12,5,4,15,0,0,0,0,5,12,12,4,0,0,0,0,0,0,0,0,0,0
0,0,1,6,8,8,1,0,0,0,4,12,7,10,8,0,0,0,4,12,11,14,3,0,0,0,4,12,13,7,0,0,0,0,5,8,4,12,0,0,0,0,8,12,11,9,0,0,0,0,1,8,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,1,5,0,0,0,10,5,0,6,10,0,0,0,5,10,0,15,2,0,0,0,0,14,6,10,0,0,0,0,0,10,16,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0,0,10,16,0,0,0,0,1,11,10,16,0,0,0,0,3,7,2,13,0,0,0,0,0,0,4,12,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,13,12,12,13,1,0,0,0,0,0,2,13,3,0,0,0,0,6,16,8,0,0,0,0,0,0,12,4,0,0,0,8,12,12,13,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,4,1,0,0,0,0,0,9,12,14,2,0,0,0,0,0,3,11,4,0,0,0,0,0,9,14,0,0,0,0,0,0,1,16,0,0,0,0,6,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,4,0,0,0,0,0,6,10,13,10,0,0,0,0,0,8,14,6,0,0,0,0,0,7,10,0,0,0,0,6,8,11,9,0,0,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,0,0,0,0,0,0,6,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,7,8,0,0,0,9,3,0,12,3,0,0,0,3,14,11,13,0,0,0,0,0,2,4,0,0,0,0
0,0,0,0,0,0,6,6,0,8,6,0,0,3,14,1,0,5,10,0,1,14,3,0,0,1,14,0,11,7,0,0,0,0,13,6,12,0,0,0,0,0,7,16,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,2,0,0,0,0,0,14,12,14,2,0,0,0,0,12,0,11,4,0,0,0,7,15,13,10,0,0,0,0,7,16,5,0,0,0,0,0,4,11,14,1,0,0,0,0,4,6,8,7,0,0,0,0,0,0,1,2,0,0,0
